pred,true
63.90433467570399,51.0
58.2871567309371,38.0
53.84934532052108,32.0
24.116053125509247,11.0
66.91822203340791,49.0
40.907039487756855,32.0
101.88891662473164,91.0
37.70673153281854,17.0
19.888970928746637,12.0
17.780541583734966,7.0
40.70541175152047,34.0
56.889368200795836,50.0
104.56768612267075,87.0
96.96913501112978,94.0
32.023415155586505,4.0
67.94724271953787,42.0
52.06559199040504,26.0
25.550803029753936,8.0
34.67088755634754,10.0
21.11403718425963,18.0
70.42430187658664,42.0
23.169002469005743,15.0
56.49429044521343,55.0
62.44595809739447,35.0
87.21059293379449,77.0
44.35125038770897,16.0
133.77216097107055,107.0
83.92035772310362,58.0
63.28264127290601,39.0
72.69482435504351,55.0
46.02214017871987,42.0
48.72575747000138,28.0
38.482550050808975,29.0
56.83520978868951,28.0
52.64224093087286,41.0
29.375869546632288,24.0
40.29038484412982,16.0
30.35033839536746,20.0
34.67132542462784,30.0
39.96735400813121,19.0
40.816146517389015,29.0
16.19266015620284,6.0
38.83714936371006,27.0
72.67069621021207,60.0
53.30167397716369,25.0
28.442402872221518,26.0
53.20122847598692,26.0
98.90479024490247,70.0
56.10601257689174,40.0
53.10116576172057,24.0
40.70243217152522,14.0
19.064462799960417,15.0
52.17728804587281,31.0
22.315392319315812,17.0
92.16889267984931,76.0
107.91317893117011,92.0
13.714782416648072,8.0
67.93844462217888,54.0
68.63476664174745,53.0
58.58724083886055,49.0
23.26876357660992,22.0
44.73517296876466,15.0
44.64749099201495,33.0
63.27023832176032,34.0
10.0235919679806,6.0
39.46989115062754,23.0
70.98034898248723,42.0
48.17402911458774,31.0
22.99589737861546,11.0
28.495752335402955,26.0
18.87539269567657,5.0
66.02854091928867,65.0
71.3970773516712,42.0
82.88852971064186,76.0
60.18258718232222,48.0
69.1664386404726,56.0
9.376029549011925,6.0
67.73598736100692,39.0
40.63856635954929,18.0
68.03374726567993,44.0
32.54277173217761,6.0
64.0001232018759,54.0
77.2906437707925,60.0
69.51759712059848,40.0
21.312509502457534,5.0
26.666560755835583,10.0
21.049637573749234,8.0
31.47361889469963,8.0
40.90729437044933,36.0
16.681451699204565,5.0
35.52739263759374,25.0
25.482823829888154,20.0
60.90206532838465,44.0
40.384264750200536,35.0
101.528135911113,80.0
97.0096549319618,70.0
114.36590675732619,97.0
75.53325614302236,46.0
13.985507028890748,10.0
33.56016379683987,14.0
49.63309027585436,35.0
49.48530789422411,26.0
126.14701564974384,109.0
44.184812524936675,30.0
58.940884983823636,49.0
119.49404912139589,96.0
92.01420589110369,68.0
37.85688420276976,20.0
138.59538670476496,110.0
82.33471882939415,57.0
22.189662154821487,12.0
95.38081620753717,72.0
53.44952130454077,50.0
84.4075242378168,65.0
105.12607723320738,79.0
53.53560323275812,40.0
135.2367510150377,126.0
41.558871732378066,22.0
28.547028160467807,20.0
69.2627227042357,43.0
57.164262818465666,31.0
59.95737104694249,37.0
95.08546461566976,70.0
45.10390317288755,31.0
102.07634312391335,86.0
49.350859992162995,22.0
37.96058203655599,13.0
34.608637955333464,24.0
48.43070191958217,39.0
151.19581227288467,124.0
37.1568293325532,32.0
62.57928511189151,39.0
49.92268660474048,43.0
105.02986263943777,84.0
51.66994536682494,49.0
67.14834503156081,44.0
95.09174888968727,83.0
48.737476389705606,20.0
34.26526927681943,16.0
44.74925327928443,15.0
52.96336987554207,34.0
37.568267343793536,16.0
49.575906297697294,26.0
31.149966055829722,21.0
117.2610072061189,103.0
56.10487296237663,48.0
69.70131621316759,54.0
49.30475690572868,48.0
64.19220447908242,53.0
71.35563945235971,44.0
38.00330378092663,16.0
57.89775586431416,30.0
78.50270612253044,53.0
55.20181269931797,27.0
27.758260719100825,11.0
71.15968999565715,59.0
21.565568155135633,18.0
57.666399137767826,51.0
37.71168448233111,17.0
37.512685091030136,13.0
65.74101060990988,40.0
210.5163027454707,182.0
54.46689299707663,35.0
59.07859678536566,38.0
35.33331829926651,33.0
34.66762537457724,21.0
237.11761011047108,216.0
38.017015177217374,23.0
32.115651937381585,24.0
42.65321558710335,39.0
17.143372602200532,12.0
74.39856685158634,49.0
59.83483192757889,48.0
133.57869584419234,111.0
145.0317676609733,127.0
56.96580478166418,35.0
64.07209289952624,35.0
25.938826171900118,14.0
105.44635397265061,77.0
170.97922580758643,167.0
47.33701907854355,26.0
82.93454398777305,62.0
94.96002674670402,85.0
34.67937896465138,15.0
59.14254099161402,40.0
33.139158765028334,15.0
40.5798075020862,12.0
44.614913400676585,25.0
16.316578810301372,14.0
11.149377499323068,7.0
148.1699983154388,142.0
35.380532926738546,28.0
37.494290270470096,26.0
26.11311823110584,9.0
52.60411811536042,29.0
158.20375977735998,155.0
41.9010726882848,25.0
159.56779920823905,132.0
58.55229554805612,43.0
58.9648005974488,38.0
52.76990456824231,28.0
42.39561923176959,40.0
55.38548502588945,39.0
43.7626422668846,17.0
125.01583781340469,107.0
28.63714191912903,17.0
61.38626807887928,39.0
39.724021703767264,16.0
49.67422919564602,48.0
56.587128093890364,48.0
38.3679320949967,15.0
121.3129360297519,119.0
78.78629131975764,61.0
83.24032236430673,56.0
78.56250493055339,55.0
62.999239196591915,46.0
68.08734585682237,50.0
65.67758288186995,51.0
23.458922310414337,22.0
101.20428016010635,83.0
23.291525215075747,19.0
42.00249065678115,19.0
68.41902421166513,41.0
45.26937448290788,19.0
38.08565752984302,11.0
21.882779942796446,13.0
49.428434322307794,30.0
31.423258684060798,12.0
72.18844936104557,51.0
38.609539917080234,37.0
16.807579931559278,15.0
44.232017873772094,37.0
85.95761036254281,76.0
52.1088521920972,36.0
34.02377159372529,21.0
73.4483644013327,68.0
68.39663661792628,39.0
130.91225697912978,126.0
22.10910936966785,10.0
33.43898476964651,20.0
49.22930615264637,41.0
58.98571836282585,46.0
40.072798635658074,23.0
51.577075755849414,29.0
49.25213782019185,23.0
66.84023738815422,62.0
46.11021843682714,39.0
71.49770621477879,63.0
65.50725639422951,46.0
29.108156396839092,7.0
49.99872707734199,27.0
86.39833137474021,84.0
31.65039243661218,14.0
79.91326002355571,56.0
42.45982934065365,30.0
77.65352879111886,69.0
87.51253875238997,58.0
59.75964909560723,51.0
86.63439615912785,77.0
27.46063539424015,19.0
32.373722028715605,13.0
64.26872702129853,63.0
55.057997165347395,39.0
40.157411347295,15.0
38.33326277873904,35.0
55.3148405458533,35.0
46.934631065805036,33.0
59.31339948146177,31.0
57.544567657052895,34.0
51.24832585617287,25.0
33.332009677699155,5.0
55.22360784701847,37.0
40.84981280740749,35.0
131.60649949650337,121.0
37.42273864371886,25.0
87.51210700758455,69.0
150.7563428858085,144.0
43.6328373691329,16.0
78.35723483736771,52.0
73.93059063825477,47.0
53.85110655065864,35.0
39.67948767564238,13.0
60.11914292193484,40.0
178.80235490626404,166.0
36.7545574131606,30.0
58.035233310254156,32.0
13.165479647688974,11.0
33.62638029437424,6.0
42.16877758728525,18.0
74.19574776786169,56.0
99.34246015684344,84.0
38.58374131184619,18.0
50.96597754637215,39.0
38.009730977567614,30.0
58.71611230441636,47.0
68.40243172239329,60.0
96.85811270260642,83.0
61.41782684327862,40.0
23.599367424254403,20.0
49.429599866780336,36.0
40.354618395041825,27.0
162.8199043350423,153.0
53.25145849068912,36.0
96.76254171766229,82.0
43.720415394822126,21.0
38.19585859895943,10.0
82.25463015937041,55.0
88.82477961595978,76.0
55.4454725943405,44.0
65.9391664961586,50.0
39.83706180752879,27.0
35.433986671587505,23.0
92.27455589307559,83.0
87.69616130415247,68.0
18.830690607836924,13.0
39.789544941891506,23.0
257.58968447949496,234.0
105.75743294592256,97.0
30.47449264883129,23.0
49.052663025292276,46.0
35.74010919275303,32.0
73.88629288292665,47.0
65.6772475458301,45.0
73.05022432924764,71.0
101.90978310188252,73.0
100.73737766965738,87.0
28.381377294276355,27.0
51.36671730712054,26.0
27.38585699319348,25.0
38.876524755477384,13.0
32.24832560306132,18.0
38.40902065884015,11.0
41.248342409430016,17.0
32.717766580790425,15.0
247.52595657556492,218.0
75.92660491708719,49.0
59.71608373526664,42.0
42.37494843073026,40.0
143.4457967375636,123.0
57.417353065849895,52.0
71.91952555525721,68.0
15.717140824611867,6.0
36.5604909629251,13.0
88.05680003202559,63.0
52.94035791810557,41.0
35.589619561092846,13.0
49.56772667536933,22.0
152.91317649087696,132.0
37.12806779450587,8.0
18.012143245474636,9.0
96.4274369713524,74.0
65.84972482337281,52.0
45.88151509222182,34.0
56.67098136635741,43.0
54.7198110826426,41.0
26.21697253818817,25.0
142.2600526360366,118.0
63.58656070799151,49.0
11.964861871129969,10.0
40.49460703421616,35.0
59.94195790560447,36.0
32.90020514930032,27.0
50.36162534480846,26.0
49.860292915279636,23.0
53.146559560374,43.0
24.768776280874803,21.0
103.47227838729272,87.0
41.821873353173046,18.0
42.40843872955883,25.0
36.9957817972811,11.0
42.331009523708914,20.0
20.1062704951866,6.0
147.76964319470952,145.0
32.077244435848804,21.0
42.019039962704326,27.0
28.532241935849942,26.0
41.537391061873855,36.0
44.809939226218795,18.0
55.30464085685668,50.0
65.44101642861756,42.0
43.322701651233814,19.0
188.22703604331457,160.0
39.55200106119071,13.0
105.20723632311929,99.0
13.711858368271752,11.0
142.4055272534601,130.0
34.717930386820015,8.0
136.91167642332988,123.0
153.67191648969526,139.0
61.57476615318009,44.0
46.01117630523796,32.0
53.477024238520954,34.0
144.38790870046873,118.0
24.08893580989752,20.0
69.3065526042408,47.0
151.7673617059446,126.0
49.37749975974333,28.0
72.87386226926614,44.0
67.3560154158909,56.0
66.24625758110244,38.0
106.34446182739573,87.0
46.228482428303195,20.0
58.243563928620105,52.0
49.31757498161104,44.0
51.853630469812046,49.0
109.3402998938223,94.0
47.46422542538195,34.0
74.16610188790284,70.0
47.713222579974946,20.0
129.76374513604534,112.0
63.27750220127321,56.0
57.23693585378747,50.0
56.01428715266829,46.0
110.07489075879508,104.0
87.0531283945715,77.0
153.21700485913345,133.0
37.346144230275,35.0
42.43250704572605,34.0
20.14047064600506,13.0
36.11103787678204,8.0
89.03992899342992,66.0
336.09909211496284,307.0
100.694020100642,83.0
46.841709961771286,35.0
79.14169703896194,56.0
53.86071871840112,34.0
105.12233591703146,88.0
51.067401132267385,26.0
30.598445851847814,23.0
43.04340111568476,25.0
77.78225711322023,53.0
25.243798605906278,11.0
65.42798906810714,47.0
10.794531466801047,9.0
37.291515010935846,13.0
55.8791225306303,38.0
38.35154011019197,27.0
51.394194389237526,22.0
55.08247463063464,37.0
100.68271181782252,80.0
67.77533752394163,52.0
57.827416837670086,39.0
107.31343460428756,86.0
162.61600370394137,139.0
50.24055478807108,32.0
33.999000143547775,16.0
46.78344888216806,32.0
57.60369353300196,31.0
66.44314902389357,38.0
45.09338597816805,21.0
114.9930424277129,102.0
95.42171524905805,66.0
46.86790070954925,42.0
50.555509147017595,46.0
29.172994891091275,19.0
43.42162157039749,32.0
74.84682917053584,50.0
94.89779837097345,82.0
64.87070133020869,36.0
216.23172208110395,191.0
15.545751380421104,14.0
56.87848171918755,47.0
103.61283743500076,87.0
32.02349986110026,19.0
33.84966150651466,15.0
33.785765380893096,14.0
44.79977080930678,23.0
125.79717561888341,119.0
185.35192651062368,156.0
85.2051417180487,83.0
45.11884120120459,24.0
52.50577263760573,36.0
66.00310065433365,47.0
53.08299474563457,24.0
62.396829606220884,57.0
31.821571110265875,6.0
11.313839192726965,10.0
47.033466278153156,23.0
52.43354725491993,37.0
28.958941435253234,14.0
26.984250101910334,24.0
40.94243839710418,23.0
159.41895356440315,143.0
45.454481637174666,25.0
83.68439156103302,62.0
92.08784785668489,78.0
40.66381894961187,31.0
48.429545363269966,33.0
32.93735046826549,18.0
38.092256988332295,36.0
34.72206496505053,15.0
53.46406025648151,42.0
97.89674824199442,73.0
39.55584644751029,11.0
11.295154162565543,8.0
57.96421004420511,46.0
59.234655396026085,36.0
85.76486601226672,69.0
48.94045498710149,20.0
41.179825084510355,13.0
56.64114197033644,40.0
65.52248335334018,55.0
55.4184716017341,44.0
34.863675609555315,19.0
55.81067511644598,38.0
68.61213866832497,44.0
57.95932779150849,42.0
42.21054127707738,24.0
46.47369153390668,32.0
18.99793493492884,7.0
28.859257813211926,15.0
80.73019410489286,53.0
53.41733073071312,33.0
21.84681046312236,18.0
29.2041152020235,27.0
74.14667423307009,46.0
110.55762549984107,95.0
34.02921416471489,16.0
25.912814168116636,15.0
49.168456567336534,43.0
64.8559104385499,50.0
49.95605794436223,32.0
114.81961442748725,85.0
59.67909100516391,54.0
85.16766249120448,77.0
294.26327947233017,269.0
118.1924665293966,90.0
29.249150879287097,14.0
77.97538690593572,54.0
36.08513857925041,10.0
87.74965210647383,78.0
90.3044852366696,72.0
18.9813093700228,3.0
118.12102741093906,110.0
104.32479360377557,95.0
40.96944393360859,23.0
272.60190060903943,256.0
62.41566820444329,34.0
266.1644400573699,249.0
25.14501863209027,17.0
75.6520141238167,57.0
45.6756661981847,29.0
54.771289167451194,27.0
18.579322494545853,11.0
126.91138237157281,97.0
26.099860983746254,7.0
52.45382118075769,47.0
125.6218481010084,108.0
35.68922958807339,17.0
44.73055091802724,24.0
82.00048766005237,70.0
32.436216167510686,16.0
90.94572064732928,87.0
62.155860859740095,53.0
154.0088090410613,137.0
38.34171815300819,27.0
21.200567715399142,11.0
66.42680340842897,44.0
30.795276524170763,22.0
42.426289054754704,15.0
54.40709512258904,45.0
42.23759938998703,26.0
58.99040845674042,46.0
52.87649219310477,48.0
79.77505962104995,54.0
79.76595577746568,53.0
135.65155252606053,126.0
146.04768854874456,122.0
37.92764140514157,20.0
55.974280094110554,39.0
67.86858446002715,44.0
123.72652991973072,105.0
71.96800301232604,56.0
34.064600398505995,29.0
143.68244210182115,137.0
139.94690145130608,133.0
70.0857498888358,63.0
26.085493402574006,16.0
69.71447261057992,68.0
125.64570649496886,108.0
51.273566714793745,23.0
78.66075383473668,70.0
52.53986045583516,34.0
47.11324105554216,27.0
43.16737763695726,34.0
132.91351672644134,106.0
55.86251743523322,26.0
73.72266908981034,62.0
39.253562861208046,24.0
26.143485150440476,22.0
46.66235845852688,39.0
52.65799332920104,38.0
77.30433310722825,52.0
56.97580393679145,52.0
19.889974905195775,18.0
90.9557596646946,66.0
30.447761788881447,13.0
47.95027943198136,25.0
127.52360256029634,114.0
22.657424733913622,19.0
75.1216471611207,66.0
21.799885480530072,18.0
52.283529605019126,30.0
30.717380686094046,7.0
58.31621862669148,32.0
78.31785543642198,71.0
45.422895891457244,22.0
48.82088110050821,44.0
54.737206868993106,29.0
66.1966954228737,59.0
38.58583526453769,21.0
126.84786590655624,110.0
93.72081238697353,64.0
34.099929883016685,23.0
89.32731662883288,69.0
144.01554878707734,130.0
19.43115232777657,17.0
70.19056713822795,41.0
54.42995286769495,41.0
34.94777724264159,29.0
49.59139973687361,29.0
70.66720257793855,47.0
57.41152619347389,48.0
30.951153404202408,29.0
27.76408621993626,26.0
78.08011979464439,68.0
23.661966202992595,7.0
37.66774583983424,18.0
29.7980492266585,24.0
29.506501730503125,28.0
57.90248082654358,44.0
31.65113291853466,11.0
59.468032364823216,51.0
77.23158797563968,50.0
152.1626088575478,149.0
43.815554836676725,30.0
30.825709251652608,22.0
42.71569937859793,37.0
130.01867269121772,117.0
66.08493863463171,63.0
129.72719306948534,108.0
54.35710978904041,49.0
47.954552058950874,39.0
72.20678054082008,50.0
42.61609557569919,13.0
41.60063290680665,27.0
135.91633098381686,131.0
46.00218600391602,19.0
113.85654134347772,86.0
49.54331575373037,21.0
76.95992694159233,74.0
60.666077819009615,51.0
36.1732787827753,13.0
81.4218081576982,54.0
32.82854792360621,28.0
68.95309429811431,51.0
63.68663311633301,51.0
72.82487828959917,63.0
34.44859315370067,21.0
24.216994180980763,16.0
23.14362809968494,20.0
65.57998287711426,42.0
60.784780391632154,35.0
51.29786813723132,24.0
38.5569181431794,13.0
147.80446658850224,123.0
51.747855659866715,31.0
89.26226366058549,63.0
72.79980671982557,56.0
56.004910194648986,33.0
41.93961480832867,22.0
64.2816638480544,48.0
106.33402625245779,98.0
53.37653041516776,48.0
76.19863925966438,60.0
60.499055851934884,51.0
67.070746141451,49.0
19.78421038089907,4.0
58.3978675588061,31.0
60.774914020674515,58.0
70.67008708016789,42.0
33.56376305133459,15.0
34.076120600494065,22.0
32.4129717370015,15.0
60.07767882917115,42.0
14.126414719660332,9.0
45.95779245495439,26.0
49.94339385366291,31.0
31.89252300635332,29.0
132.758274425552,127.0
79.99369913892632,54.0
53.64599673817951,24.0
61.28036434135951,37.0
116.6319005013588,93.0
130.58641935383372,119.0
164.67455042861326,150.0
78.81891425255597,57.0
94.73071542639008,83.0
56.15021107629547,45.0
40.58104754993596,24.0
54.44976354984567,25.0
47.48500457891936,28.0
10.995509698401163,7.0
84.0408308649825,60.0
75.34520198806916,46.0
39.77470799308149,22.0
21.464146977044003,15.0
45.75644119650733,23.0
47.534862290007105,44.0
80.8932985122585,52.0
42.26531331686965,34.0
34.73040790481787,25.0
74.92459370107261,53.0
70.01889148628047,50.0
128.69102714959087,108.0
33.65815040283616,27.0
121.1608812140697,119.0
75.32282686458402,60.0
63.251513953237136,44.0
95.94873367588903,91.0
66.34591438960277,45.0
46.58696384225163,23.0
66.40162052038056,57.0
82.12140742186024,54.0
68.74743376198508,49.0
67.78804159112109,40.0
74.12508636692404,59.0
49.7354429039291,25.0
53.78399730958767,52.0
52.1352426942664,39.0
43.438017497867264,27.0
57.776791716165846,40.0
63.21216373566463,40.0
174.56706587582758,169.0
141.8002381859162,138.0
40.428919178537306,30.0
27.08418155179568,11.0
22.567225458990826,9.0
72.67984675117117,44.0
83.66867010572408,58.0
47.55253987515643,29.0
46.601692314851604,27.0
37.975966780808896,21.0
60.60676215386367,36.0
38.65440102613123,15.0
89.36977172456126,76.0
28.532352769553682,11.0
55.86737418383068,26.0
34.82843699206964,22.0
108.40375275255323,103.0
69.82639599496852,42.0
32.082887505132064,23.0
29.099843552656537,21.0
120.66491000052355,107.0
44.53893724640432,21.0
19.171813942480235,11.0
61.26428402670094,42.0
98.29898338878684,97.0
24.281575958815274,10.0
47.227628450925394,31.0
62.306571432416085,60.0
40.96837262336662,34.0
40.34636939553238,26.0
56.38486994868724,37.0
39.81748828489219,20.0
51.20762789994773,28.0
41.1513535937585,17.0
